發生年度,發生時-Hours,區序,天候,事故位置,路面狀況3,年齡,飲酒情形,座標-X,座標-Y
110,0,04大安區,8,1,4,28,1,121.5440278,25.02570179
110,0,04大安區,8,1,4,30,1,121.5440278,25.02570179
110,0,03中山區,8,11,4,44,1,121.551264,25.08616941
110,0,03中山區,8,11,4,31,1,121.551264,25.08616941
110,0,07信義區,7,1,4,30,1,121.5664711,25.02577534
110,0,07信義區,7,1,4,37,1,121.5664711,25.02577534
110,1,03中山區,7,1,4,65,2,121.5277856,25.0580172
110,1,03中山區,7,1,4,31,11,121.5277856,25.0580172
110,1,03中山區,7,1,4,32,10,121.5277856,25.0580172
110,1,07信義區,7,2,4,20,2,121.55678,25.0256101
110,1,07信義區,7,2,4,48,2,121.55678,25.0256101
110,2,05中正區,7,1,4,52,11,121.5104149,25.04130472
110,2,05中正區,7,1,4,24,9,121.5104149,25.04130472
110,2,10文山區,8,2,4,21,2,121.5706998,24.98771257
110,2,09北投區,8,22,4,19,1,121.5113713,25.1104743
110,2,10文山區,8,2,4,20,2,121.5706998,24.98771257
110,2,09北投區,8,22,4,,,121.5113713,25.1104743
110,2,10文山區,8,2,4,26,10,121.5706998,24.98771257
110,2,12內湖區,8,1,4,52,1,121.5951342,25.0842222
110,2,12內湖區,8,1,4,21,1,121.5951342,25.0842222
110,3,04大安區,8,2,4,60,11,121.5345282,25.04489804
110,3,04大安區,8,2,4,55,1,121.5345282,25.04489804
110,3,07信義區,7,1,4,57,2,121.5654622,25.0358761
110,3,07信義區,7,1,4,22,2,121.5654622,25.0358761
110,3,07信義區,7,1,4,30,10,121.5654622,25.0358761
110,3,07信義區,8,1,4,22,1,121.5694663,25.0210652
110,3,07信義區,8,1,4,,,121.5694663,25.0210652
110,3,02萬華區,7,9,4,24,1,121.5015545,25.03728633
110,3,02萬華區,7,9,4,65,1,121.5015545,25.03728633
110,3,01大同區,8,1,4,63,2,121.51822,25.0628392
110,3,01大同區,8,1,4,20,2,121.51822,25.0628392
110,4,01大同區,7,1,4,25,2,121.5159768,25.0629996
110,4,01大同區,7,1,4,18,2,121.5159768,25.0629996
110,5,02萬華區,7,1,4,44,2,121.4960269,25.03885841
110,5,02萬華區,7,1,4,21,2,121.4960269,25.03885841
110,6,02萬華區,7,1,4,65,1,121.5011205,25.0346015
110,6,02萬華區,7,1,4,43,1,121.5011205,25.0346015
110,8,01大同區,7,1,4,62,2,121.513729,25.07048452
110,8,01大同區,7,1,4,68,10,121.513729,25.07048452
110,8,03中山區,8,9,4,27,1,121.5330393,25.07059195
110,8,03中山區,8,9,4,71,1,121.5330393,25.07059195
110,8,05中正區,8,2,4,18,2,121.5197817,25.03352168
110,8,05中正區,8,2,4,71,2,121.5197817,25.03352168
110,8,05中正區,8,2,4,21,10,121.5197817,25.03352168
110,9,04大安區,8,2,4,81,1,121.5526588,25.0203123
110,9,04大安區,8,2,4,69,10,121.5526588,25.0203123
110,10,10文山區,7,9,4,52,2,121.5718869,24.99549841
110,10,10文山區,7,9,4,27,2,121.5718869,24.99549841
110,11,03中山區,8,2,4,52,1,121.5231359,25.06896878
110,11,03中山區,8,2,4,26,1,121.5231359,25.06896878
110,11,03中山區,8,2,4,25,10,121.5231359,25.06896878
110,13,01大同區,8,1,4,37,2,121.511213,25.06306505
110,13,01大同區,8,1,4,35,2,121.511213,25.06306505
110,13,01大同區,8,1,4,19,2,121.511213,25.06306505
110,13,05中正區,8,1,4,37,2,121.5191128,25.03168888
110,13,05中正區,8,1,4,81,2,121.5191128,25.03168888
110,13,07信義區,8,2,4,18,2,121.5565014,25.02110225
110,13,07信義區,8,2,4,79,2,121.5565014,25.02110225
110,15,08士林區,8,2,4,64,1,121.5088278,25.08799613
110,15,08士林區,8,2,4,59,1,121.5088278,25.08799613
110,16,01大同區,7,9,4,60,2,121.5155026,25.05792413
110,16,01大同區,7,9,4,48,2,121.5155026,25.05792413
110,16,01大同區,7,9,4,10,10,121.5155026,25.05792413
110,16,12內湖區,8,7,4,41,11,121.5631068,25.08008372
110,16,12內湖區,8,7,4,21,1,121.5631068,25.08008372
110,16,12內湖區,8,7,4,24,10,121.5631068,25.08008372
110,16,07信義區,8,3,4,41,1,121.5630414,25.0471934
110,16,07信義區,8,3,4,35,1,121.5630414,25.0471934
110,17,08士林區,8,9,4,42,1,121.5192386,25.09592488
110,17,08士林區,8,9,4,25,1,121.5192386,25.09592488
110,17,04大安區,7,1,4,19,1,121.5371968,25.01111416
110,17,04大安區,7,1,4,17,1,121.5371968,25.01111416
110,17,04大安區,7,1,4,17,10,121.5371968,25.01111416
110,17,11南港區,7,1,4,49,1,121.5956031,25.05052027
110,17,11南港區,7,1,4,18,1,121.5956031,25.05052027
110,17,11南港區,7,1,4,19,10,121.5956031,25.05052027
110,17,09北投區,8,22,4,57,1,121.5570097,25.17758
110,17,09北投區,8,22,4,,,121.5570097,25.17758
110,17,09北投區,8,22,4,57,1,121.5570097,25.17758
110,17,03中山區,8,1,4,61,1,121.5370313,25.05477062
110,17,03中山區,8,1,4,50,1,121.5370313,25.05477062
110,17,02萬華區,7,1,4,22,2,121.49797,25.02562226
110,17,02萬華區,7,1,4,63,2,121.49797,25.02562226
110,17,12內湖區,7,1,4,24,1,121.6120196,25.06885089
110,17,12內湖區,7,1,4,58,1,121.6120196,25.06885089
110,17,12內湖區,7,1,4,52,10,121.6120196,25.06885089
110,17,08士林區,8,2,4,63,2,121.5099067,25.08411422
110,17,08士林區,8,2,4,55,3,121.5099067,25.08411422
110,18,10文山區,7,9,4,66,11,121.5581223,24.99811619
110,18,10文山區,7,9,4,55,10,121.5581223,24.99811619
110,18,10文山區,7,9,4,63,10,121.5581223,24.99811619
110,18,08士林區,8,9,4,45,2,121.5244509,25.10726314
110,18,08士林區,8,9,4,19,2,121.5244509,25.10726314
110,18,08士林區,8,9,4,10,10,121.5244509,25.10726314
110,18,08士林區,8,9,4,22,10,121.5244509,25.10726314
110,18,08士林區,8,9,4,,,121.5244509,25.10726314
110,19,10文山區,8,1,4,61,2,121.541723,24.98975491
110,19,10文山區,8,1,4,24,10,121.541723,24.98975491
110,19,12內湖區,7,1,4,49,1,121.5818564,25.05647799
110,19,12內湖區,7,1,4,47,1,121.5818564,25.05647799
110,19,10文山區,7,8,4,57,11,121.5410892,24.99023811
110,19,10文山區,7,8,4,21,11,121.5410892,24.99023811
110,19,10文山區,7,8,4,20,10,121.5410892,24.99023811
110,21,08士林區,7,1,4,61,1,121.5246502,25.10229705
110,21,08士林區,7,1,4,26,1,121.5246502,25.10229705
110,21,05中正區,7,1,4,,11,121.5163993,25.02525145
110,21,05中正區,7,1,4,46,2,121.5163993,25.02525145
110,21,05中正區,8,9,4,53,2,121.5250075,25.02139154
110,21,05中正區,8,9,4,26,2,121.5250075,25.02139154
110,21,05中正區,8,9,4,64,10,121.5250075,25.02139154
110,22,04大安區,8,1,4,19,9,121.5489606,25.01678275
110,22,04大安區,8,1,4,,,121.5489606,25.01678275
110,22,01大同區,8,9,4,61,2,121.5181948,25.06283277
110,22,01大同區,8,9,4,69,2,121.5181948,25.06283277
110,0,12內湖區,8,1,4,36,1,121.5850359,25.06319405
110,0,12內湖區,8,1,4,,,121.5850359,25.06319405
110,1,04大安區,7,1,4,28,1,121.5471899,25.04261871
110,1,04大安區,7,1,4,23,1,121.5471899,25.04261871
110,1,07信義區,8,1,4,23,2,121.5574572,25.03211889
110,1,07信義區,8,1,4,29,2,121.5574572,25.03211889
110,1,08士林區,7,7,4,19,2,121.5175038,25.09017062
110,1,08士林區,7,7,4,48,2,121.5175038,25.09017062
110,2,09北投區,6,22,4,21,1,121.5489475,25.152208
110,2,09北投區,6,22,4,,,121.5489475,25.152208
110,5,08士林區,8,9,4,21,11,121.5236088,25.0836681
110,5,08士林區,8,9,4,58,1,121.5236088,25.0836681
110,5,02萬華區,8,1,4,68,1,121.4913939,25.02901949
110,5,02萬華區,8,1,4,62,1,121.4913939,25.02901949
110,6,08士林區,8,2,4,39,2,121.5208378,25.10323666
110,6,08士林區,8,2,4,46,2,121.5208378,25.10323666
110,6,09北投區,8,12,4,20,1,121.4980821,25.12106219
110,6,09北投區,8,12,4,21,1,121.4980821,25.12106219
110,6,09北投區,8,12,4,20,10,121.4980821,25.12106219
110,8,03中山區,8,1,4,19,1,121.5253423,25.05203264
110,8,03中山區,8,1,4,56,1,121.5253423,25.05203264
110,8,06松山區,8,9,4,26,1,121.5691985,25.05875483
110,8,06松山區,8,9,4,41,1,121.5691985,25.05875483
110,8,01大同區,8,1,4,24,1,121.5116725,25.05386448
110,8,01大同區,8,1,4,43,1,121.5116725,25.05386448
110,8,01大同區,8,1,4,6,10,121.5116725,25.05386448
110,10,02萬華區,8,9,4,28,1,121.5045594,25.04729571
110,10,02萬華區,8,9,4,27,1,121.5045594,25.04729571
110,10,01大同區,8,2,4,61,2,121.511322,25.06062904
110,10,01大同區,8,2,4,56,2,121.511322,25.06062904
110,10,08士林區,8,2,4,55,2,121.522381,25.08078561
110,10,08士林區,8,2,4,77,10,121.522381,25.08078561
110,10,04大安區,7,9,4,33,1,121.5405358,25.04444604
110,10,03中山區,7,1,4,45,1,121.5274298,25.06121652
110,10,04大安區,7,9,4,,,121.5405358,25.04444604
110,10,03中山區,7,1,4,28,1,121.5274298,25.06121652
110,10,03中山區,7,1,4,35,1,121.5274298,25.06121652
110,11,03中山區,8,1,4,,11,121.5221467,25.0649341
110,11,03中山區,8,1,4,23,1,121.5221467,25.0649341
110,11,03中山區,7,1,4,57,1,121.5503199,25.08192647
110,11,03中山區,7,1,4,39,1,121.5503199,25.08192647
110,11,08士林區,8,1,4,41,1,121.5740204,25.11637798
110,11,08士林區,8,1,4,66,1,121.5740204,25.11637798
110,12,10文山區,7,2,4,32,2,121.5594576,24.98138668
110,12,10文山區,7,2,4,89,2,121.5594576,24.98138668
110,12,07信義區,8,2,4,21,1,121.5778584,25.04897384
110,12,07信義區,8,2,4,31,1,121.5778584,25.04897384
110,12,08士林區,7,1,4,18,1,121.5323774,25.11596616
110,12,08士林區,7,1,4,34,1,121.5323774,25.11596616
110,12,04大安區,7,9,4,37,1,121.5486625,25.03686451
110,12,04大安區,7,9,4,64,1,121.5486625,25.03686451
110,12,05中正區,7,1,4,24,2,121.515328,25.029788
110,12,05中正區,7,1,4,52,2,121.515328,25.029788
110,12,02萬華區,8,1,4,79,2,121.4947131,25.0220849
110,12,02萬華區,8,1,4,22,2,121.4947131,25.0220849
110,12,10文山區,7,1,4,27,2,121.5353882,25.00004813
110,12,10文山區,7,1,4,32,2,121.5353882,25.00004813
110,12,02萬華區,8,9,4,54,2,121.5033756,25.03342298
110,12,02萬華區,8,9,4,78,2,121.5033756,25.03342298
110,12,02萬華區,8,9,4,73,10,121.5033756,25.03342298
110,13,04大安區,8,1,4,62,2,121.5242754,25.03051256
110,13,04大安區,8,1,4,43,2,121.5242754,25.03051256
110,13,07信義區,8,1,4,55,1,121.5827833,25.0424176
110,13,07信義區,8,1,4,72,1,121.5827833,25.0424176
110,13,04大安區,7,1,4,42,1,121.5472075,25.04262226
110,13,04大安區,7,1,4,53,1,121.5472075,25.04262226
110,13,09北投區,7,2,4,73,1,121.5016208,25.11968142
110,13,09北投區,7,2,4,24,1,121.5016208,25.11968142
110,13,09北投區,7,2,4,63,1,121.5016208,25.11968142
110,13,09北投區,7,2,4,56,10,121.5016208,25.11968142
110,13,09北投區,8,9,4,55,2,121.506916,25.12091344
110,13,09北投區,8,9,4,28,2,121.506916,25.12091344
110,14,06松山區,8,9,4,23,1,121.544665,25.06224316
110,14,06松山區,8,9,4,18,1,121.544665,25.06224316
110,14,06松山區,8,9,4,16,10,121.544665,25.06224316
110,14,11南港區,7,9,4,39,1,121.6116929,25.05397684
110,14,11南港區,7,9,4,,,121.6116929,25.05397684
110,15,08士林區,8,2,4,22,2,121.5222791,25.09038722
110,15,08士林區,8,2,4,63,10,121.5222791,25.09038722
110,15,08士林區,8,2,4,62,10,121.5222791,25.09038722
110,15,02萬華區,8,2,4,69,8,121.4971291,25.0266295
110,15,02萬華區,8,2,4,,,121.4971291,25.0266295
110,16,04大安區,7,1,4,20,2,121.5349757,25.02600308
110,16,04大安區,7,1,4,73,2,121.5349757,25.02600308
110,16,03中山區,7,2,4,56,1,121.5365246,25.05004289
110,16,03中山區,7,2,4,41,1,121.5365246,25.05004289
110,16,07信義區,8,1,4,57,1,121.5637025,25.04323871
110,16,07信義區,8,1,4,23,1,121.5637025,25.04323871
110,16,04大安區,8,9,4,36,1,121.5388472,25.03839915
110,16,04大安區,8,9,4,30,1,121.5388472,25.03839915
110,17,06松山區,8,1,4,51,1,121.5638595,25.0529458
110,17,06松山區,8,1,4,27,1,121.5638595,25.0529458
110,17,05中正區,7,9,4,54,1,121.5066138,25.03614649
110,17,05中正區,7,9,4,61,10,121.5066138,25.03614649
110,18,09北投區,7,9,4,63,1,121.5298321,25.14150279
110,18,09北投區,7,9,4,20,1,121.5298321,25.14150279
110,18,04大安區,7,1,4,21,1,121.5573613,25.03056655
110,18,04大安區,7,1,4,54,1,121.5573613,25.03056655
110,19,03中山區,7,1,4,61,1,121.5273416,25.05199055
110,19,11南港區,8,1,4,51,1,121.6055008,25.05197523
110,19,03中山區,7,1,4,27,1,121.5273416,25.05199055
110,19,11南港區,8,1,4,19,1,121.6055008,25.05197523
110,19,03中山區,8,1,4,41,1,121.5289066,25.06035182
110,19,11南港區,8,9,4,51,1,121.5844667,25.04541434
110,19,03中山區,8,1,4,63,1,121.5289066,25.06035182
110,19,11南港區,8,9,4,21,1,121.5844667,25.04541434
110,19,09北投區,6,9,4,18,2,121.5479016,25.15431324
110,19,09北投區,6,9,4,,,121.5479016,25.15431324
110,19,11南港區,8,9,4,57,2,121.6135667,25.05398639
110,19,11南港區,8,9,4,56,2,121.6135667,25.05398639
110,19,11南港區,8,9,4,19,10,121.6135667,25.05398639
110,20,09北投區,8,9,4,25,2,121.505464,25.136002
110,20,09北投區,8,9,4,29,2,121.505464,25.136002
110,21,07信義區,7,1,4,60,1,121.563917,25.0268069
110,21,07信義區,7,1,4,31,1,121.563917,25.0268069
110,21,08士林區,8,9,4,35,1,121.5195355,25.09136436
110,21,08士林區,8,9,4,7,10,121.5195355,25.09136436
110,22,08士林區,8,2,4,30,2,121.5236165,25.08425619
110,22,08士林區,8,2,4,19,2,121.5236165,25.08425619
110,22,04大安區,8,9,4,28,2,121.544671,25.044668
110,22,04大安區,8,9,4,18,2,121.544671,25.044668
110,22,04大安區,8,9,4,19,2,121.544671,25.044668
110,22,12內湖區,8,2,4,24,1,121.5912462,25.08006683
110,22,12內湖區,8,2,4,20,1,121.5912462,25.08006683
110,22,12內湖區,8,2,4,45,11,121.5912462,25.08006683
110,22,01大同區,7,9,4,20,2,121.519317,25.07719609
110,22,01大同區,7,9,4,35,2,121.519317,25.07719609
110,23,04大安區,8,9,4,22,1,121.5433545,25.02156933
110,23,04大安區,8,9,4,18,1,121.5433545,25.02156933
110,23,04大安區,8,9,4,21,10,121.5433545,25.02156933
110,23,07信義區,8,1,4,18,1,121.5596487,25.03292873
110,23,07信義區,8,1,4,,,121.5596487,25.03292873
110,23,07信義區,8,1,4,16,1,121.5596487,25.03292873
110,0,01大同區,8,1,4,24,2,121.5183515,25.06283221
110,0,01大同區,8,1,4,18,2,121.5183515,25.06283221
110,0,01大同區,8,1,4,18,10,121.5183515,25.06283221
110,1,08士林區,8,1,4,21,1,121.5465545,25.1378937
110,1,08士林區,8,1,4,28,1,121.5465545,25.1378937
110,1,08士林區,8,1,4,20,10,121.5465545,25.1378937
110,1,09北投區,8,2,4,32,2,121.4911685,25.13863585
110,1,09北投區,8,2,4,,,121.4911685,25.13863585
110,1,09北投區,8,2,4,,,121.4911685,25.13863585
110,1,09北投區,8,2,4,39,11,121.4911685,25.13863585
110,1,09北投區,8,2,4,,,121.4911685,25.13863585
110,1,09北投區,8,2,4,39,10,121.4911685,25.13863585
110,1,09北投區,8,2,4,,,121.4911685,25.13863585
110,1,09北投區,8,2,4,,,121.4911685,25.13863585
110,1,09北投區,8,2,4,,,121.4911685,25.13863585
110,7,12內湖區,8,1,4,22,1,121.5835507,25.07843172
110,7,12內湖區,8,1,4,55,1,121.6198,25.07069047
110,7,12內湖區,8,1,4,54,1,121.6198,25.07069047
110,7,12內湖區,8,1,4,47,1,121.5835507,25.07843172
110,7,12內湖區,8,1,4,,,121.5835507,25.07843172
110,7,10文山區,8,9,4,21,2,121.5700741,24.98771394
110,7,10文山區,8,9,4,,,121.5700741,24.98771394
110,8,07信義區,8,1,4,41,2,121.5659277,25.04335823
110,8,07信義區,8,1,4,20,2,121.5659277,25.04335823
110,8,07信義區,8,1,4,20,10,121.5659277,25.04335823
110,8,03中山區,8,1,4,43,1,121.5277925,25.05306808
110,8,03中山區,8,1,4,46,1,121.5277925,25.05306808
110,9,08士林區,8,1,4,18,11,121.5452416,25.13780188
110,9,08士林區,8,1,4,62,11,121.5452416,25.13780188
110,9,12內湖區,8,1,4,25,2,121.5943381,25.06573129
110,9,12內湖區,8,1,4,58,2,121.5943381,25.06573129
110,9,12內湖區,8,1,4,,,121.5943381,25.06573129
110,9,12內湖區,8,1,4,22,10,121.5943381,25.06573129
110,9,12內湖區,8,9,4,71,1,121.6087192,25.06314158
110,9,12內湖區,8,9,4,19,1,121.6087192,25.06314158
110,9,12內湖區,8,9,4,62,11,121.6087192,25.06314158
110,9,07信義區,8,2,4,20,9,121.5670333,25.04591292
110,9,07信義區,8,2,4,,,121.5670333,25.04591292
110,9,12內湖區,8,1,4,57,1,121.5927496,25.06883392
110,9,12內湖區,8,1,4,26,1,121.5927496,25.06883392
110,10,01大同區,8,1,4,39,2,121.5114565,25.05899625
110,10,01大同區,8,1,4,37,2,121.5114565,25.05899625
110,10,01大同區,8,1,4,33,10,121.5114565,25.05899625
110,11,04大安區,8,2,4,79,1,121.5425828,25.01576412
110,11,04大安區,8,2,4,29,1,121.5425828,25.01576412
110,11,04大安區,8,2,4,26,10,121.5425828,25.01576412
110,11,02萬華區,8,2,4,50,3,121.502489,25.04268355
110,11,02萬華區,8,2,4,80,10,121.502489,25.04268355
110,11,08士林區,8,9,4,46,11,121.5302815,25.10220439
110,11,08士林區,8,9,4,22,1,121.5302815,25.10220439
110,11,08士林區,8,9,4,20,1,121.5302815,25.10220439
110,11,04大安區,8,1,4,61,2,121.5460048,25.03511253
110,11,04大安區,8,1,4,69,2,121.5460048,25.03511253
110,11,02萬華區,8,1,4,18,9,121.5014708,25.0365941
110,11,02萬華區,8,1,4,40,9,121.5014708,25.0365941
110,11,02萬華區,8,1,4,41,10,121.5014708,25.0365941
110,12,07信義區,8,9,4,42,1,121.5654276,25.03198188
110,12,07信義區,8,9,4,25,1,121.5654276,25.03198188
110,12,04大安區,8,1,4,52,1,121.5525894,25.03465546
110,12,04大安區,8,1,4,58,1,121.5525894,25.03465546
110,12,04大安區,8,1,4,,,121.5525894,25.03465546
110,12,01大同區,8,9,4,52,2,121.5091948,25.05330686
110,12,01大同區,8,9,4,15,2,121.5091948,25.05330686
110,13,07信義區,8,2,4,20,1,121.5664659,25.02720006
110,13,07信義區,8,2,4,40,1,121.5664659,25.02720006
110,13,02萬華區,8,9,4,63,1,121.5033571,25.02487549
110,13,02萬華區,8,9,4,31,1,121.5033571,25.02487549
110,13,03中山區,8,2,4,31,1,121.5273513,25.05381436
110,13,03中山區,8,2,4,78,1,121.5273513,25.05381436
110,13,08士林區,8,1,4,51,2,121.4976663,25.09430714
110,13,08士林區,8,1,4,36,7,121.4976663,25.09430714
110,13,08士林區,8,1,4,45,10,121.4976663,25.09430714
110,13,04大安區,8,1,4,18,1,121.5436851,25.0311225
110,13,04大安區,8,1,4,53,1,121.5436851,25.0311225
110,13,08士林區,8,2,4,49,2,121.5261222,25.11844917
110,13,08士林區,8,2,4,26,2,121.5261222,25.11844917
110,13,01大同區,8,9,4,42,1,121.5159506,25.0784308
110,13,01大同區,8,9,4,75,1,121.5159506,25.0784308
110,13,01大同區,8,9,4,8,10,121.5159506,25.0784308
110,13,01大同區,8,9,4,5,10,121.5159506,25.0784308
110,13,04大安區,8,9,4,,,121.5448314,25.04153783
110,13,04大安區,8,9,4,24,1,121.5448314,25.04153783
110,14,12內湖區,8,1,4,52,1,121.5798205,25.05456465
110,14,12內湖區,8,1,4,53,1,121.5798205,25.05456465
110,15,07信義區,8,1,4,70,2,121.5784409,25.03625472
110,15,07信義區,8,1,4,22,2,121.5784409,25.03625472
110,15,03中山區,7,2,4,21,2,121.521795,25.04984982
110,15,03中山區,7,2,4,44,2,121.521795,25.04984982
110,15,03中山區,7,2,4,23,10,121.521795,25.04984982
110,15,12內湖區,8,1,4,42,2,121.5851559,25.08432806
110,15,12內湖區,8,1,4,46,2,121.5851559,25.08432806
110,16,12內湖區,7,1,4,30,1,121.57635,25.061077
110,16,12內湖區,7,1,4,23,1,121.57635,25.061077
110,16,12內湖區,7,1,4,24,10,121.57635,25.061077
110,16,10文山區,8,9,4,37,1,121.5617086,24.99718688
110,16,10文山區,8,9,4,31,1,121.5617086,24.99718688
110,16,10文山區,8,9,4,44,10,121.5617086,24.99718688
110,16,02萬華區,7,2,4,58,2,121.4995828,25.04150835
110,16,02萬華區,7,2,4,29,2,121.4995828,25.04150835
110,16,02萬華區,7,2,4,,11,121.4995828,25.04150835
110,16,08士林區,8,1,4,19,2,121.5454883,25.13894149
110,16,08士林區,8,1,4,48,2,121.5454883,25.13894149
110,16,10文山區,8,22,4,59,1,121.5354033,25.0043711
110,16,10文山區,8,22,4,24,10,121.5354033,25.0043711
110,16,12內湖區,8,1,4,27,2,121.6137194,25.0779552
110,16,12內湖區,8,1,4,46,2,121.6137194,25.0779552
110,16,10文山區,8,2,4,23,2,121.5472599,24.98693398
110,16,10文山區,8,2,4,25,2,121.5472599,24.98693398
110,16,10文山區,8,2,4,51,2,121.5472599,24.98693398
110,16,10文山區,8,2,4,24,10,121.5472599,24.98693398
110,16,06松山區,8,1,4,28,1,121.5446936,25.05020911
110,16,06松山區,8,1,4,58,1,121.5446936,25.05020911
110,17,07信義區,7,1,4,61,1,121.5561294,25.02557126
110,17,07信義區,7,1,4,26,1,121.5561294,25.02557126
110,17,03中山區,8,1,4,58,1,121.52084,25.06295373
110,17,03中山區,8,1,4,51,1,121.52084,25.06295373
110,17,03中山區,8,1,4,24,1,121.52084,25.06295373
110,18,08士林區,8,1,4,24,2,121.507316,25.08701021
110,18,08士林區,8,1,4,54,2,121.507316,25.08701021
110,18,12內湖區,8,9,4,60,2,121.590278,25.06505906
110,18,12內湖區,8,9,4,54,2,121.590278,25.06505906
110,19,04大安區,8,9,4,22,1,121.5543284,25.04434116
110,19,04大安區,8,9,4,43,1,121.5543284,25.04434116
110,19,10文山區,8,1,4,30,1,121.5428866,24.99501429
110,19,10文山區,8,1,4,48,1,121.5428866,24.99501429
110,19,10文山區,8,1,4,46,10,121.5428866,24.99501429
110,19,01大同區,7,1,4,21,2,121.5193121,25.05037218
110,19,01大同區,7,1,4,40,2,121.5193121,25.05037218
110,20,05中正區,8,8,4,25,2,121.5176891,25.03861055
110,20,05中正區,8,8,4,24,2,121.5176891,25.03861055
110,20,05中正區,8,8,4,27,10,121.5176891,25.03861055
110,20,05中正區,8,8,4,26,2,121.5176891,25.03861055
110,20,03中山區,8,2,4,19,2,121.5228641,25.05781881
110,20,03中山區,8,2,4,42,11,121.5228641,25.05781881
110,21,10文山區,8,1,4,33,9,121.5600815,24.98878623
110,21,10文山區,8,1,4,29,9,121.5600815,24.98878623
110,21,10文山區,8,9,4,21,2,121.5768544,25.00010919
110,21,10文山區,8,9,4,32,2,121.5768544,25.00010919
110,22,08士林區,8,2,4,37,2,121.5187133,25.0923814
110,22,08士林區,8,2,4,47,10,121.5187133,25.0923814
110,22,07信義區,8,2,4,29,1,121.5578104,25.04500215
110,22,07信義區,8,2,4,22,1,121.5578104,25.04500215
110,22,12內湖區,8,2,4,18,2,121.5934222,25.08448176
110,22,03中山區,8,9,4,21,1,121.5438287,25.06243009
110,22,12內湖區,6,1,4,22,1,121.5995634,25.07900184
110,22,12內湖區,8,2,4,78,10,121.5934222,25.08448176
110,22,03中山區,8,9,4,36,1,121.5438287,25.06243009
110,22,12內湖區,6,1,4,27,1,121.5995634,25.07900184
110,22,08士林區,8,2,4,44,2,121.5237377,25.09844007
110,22,08士林區,8,2,4,21,2,121.5237377,25.09844007
110,0,03中山區,8,7,4,62,1,121.5282768,25.05489516
110,0,03中山區,8,7,4,20,1,121.5282768,25.05489516
110,1,01大同區,6,1,4,58,2,121.5086664,25.05199561
110,1,01大同區,6,1,4,28,10,121.5086664,25.05199561
110,1,01大同區,6,1,4,28,10,121.5086664,25.05199561
110,1,01大同區,6,1,4,26,10,121.5086664,25.05199561
110,1,01大同區,6,1,4,25,2,121.5079642,25.05526219
110,1,01大同區,6,1,4,39,9,121.5079642,25.05526219
110,4,02萬華區,6,1,4,61,2,121.5075245,25.0445897
110,4,02萬華區,6,1,4,24,2,121.5075245,25.0445897
110,4,02萬華區,6,9,4,32,1,121.5071669,25.03903607
110,4,02萬華區,6,9,4,36,1,121.5071669,25.03903607
110,5,07信義區,6,9,4,42,2,121.5657609,25.04327275
110,5,07信義區,6,9,4,,,121.5657609,25.04327275
110,5,05中正區,6,2,4,,11,121.5132308,25.04517052
110,5,05中正區,6,2,4,50,1,121.5132308,25.04517052
110,6,07信義區,6,9,4,46,9,121.5620013,25.03729302
110,6,07信義區,6,9,4,,,121.5620013,25.03729302
110,6,10文山區,6,2,4,50,2,121.5538115,24.9855077
110,6,10文山區,6,2,4,27,2,121.5538115,24.9855077
110,6,09北投區,6,2,4,30,2,121.4972274,25.1360308
110,6,09北投區,6,2,4,45,2,121.4972274,25.1360308
110,6,02萬華區,6,9,4,58,2,121.503672,25.03716058
110,6,02萬華區,6,9,4,42,2,121.503672,25.03716058
110,6,05中正區,6,9,4,23,1,121.5310625,25.03967326
110,6,05中正區,6,9,4,28,1,121.5310625,25.03967326
110,7,10文山區,6,9,4,65,1,121.551263,24.99956077
110,7,10文山區,6,9,4,55,1,121.551263,24.99956077
110,7,08士林區,8,9,4,36,9,121.5252635,25.07639668
110,7,08士林區,8,9,4,40,9,121.5252635,25.07639668
110,7,08士林區,8,9,4,8,10,121.5252635,25.07639668
110,7,10文山區,6,9,4,37,2,121.5538583,24.98244579
110,7,10文山區,6,9,4,59,2,121.5538583,24.98244579
110,8,10文山區,6,2,4,19,2,121.5599495,24.9815226
110,8,10文山區,6,2,4,,,121.5599495,24.9815226
110,8,11南港區,6,2,4,33,1,121.6163618,25.04361552
110,8,11南港區,6,2,4,26,1,121.6163618,25.04361552
110,8,09北投區,6,9,4,22,1,121.4821397,25.14450366
110,8,09北投區,6,9,4,23,1,121.4821397,25.14450366
110,8,07信義區,7,1,4,50,1,121.5621542,25.02246882
110,8,07信義區,7,1,4,38,1,121.5621542,25.02246882
110,8,07信義區,7,1,4,3,10,121.5621542,25.02246882
110,8,09北投區,6,1,4,23,1,121.466758,25.12719389
110,8,09北投區,6,1,4,,,121.466758,25.12719389
110,8,07信義區,6,22,4,,11,121.5620276,25.03597439
110,8,07信義區,6,22,4,39,1,121.5620276,25.03597439
110,8,06松山區,6,1,4,31,1,121.5440429,25.04821416
110,8,05中正區,6,1,4,63,2,121.5079905,25.03690265
110,8,01大同區,6,9,4,25,1,121.5127417,25.06025188
110,8,03中山區,6,9,4,38,1,121.5240098,25.04995599
110,8,03中山區,6,1,4,50,1,121.5420308,25.05201669
110,8,06松山區,6,1,4,37,1,121.5440429,25.04821416
110,8,05中正區,6,1,4,61,2,121.5079905,25.03690265
110,8,01大同區,6,9,4,30,1,121.5127417,25.06025188
